timestamp,token_volume,transaction_count,unique_wallets,new_wallets,sniper_tx_count,wash_tx_count,avg_tx_size
2025-01-31 19:00:00,124050750.89073303,2794,615,147,0.0,2072.0,79019.78482035853
2025-01-31 20:00:00,105171380.11770426,1599,531,140,0.0,1029.0,73948.70490406571
2025-01-31 21:00:00,355679330.6668194,3125,547,151,0.0,2529.0,178075.17604343483
2025-01-31 22:00:00,762700967.5261347,3107,548,155,0.0,2460.0,306713.73413281987
2025-01-31 23:00:00,157092000.45020634,3789,929,258,0.0,2628.0,92792.52868320214
2025-02-01 00:00:00,878917544.3534992,3043,590,172,0.0,2377.0,337179.8649908475
2025-02-01 01:00:00,79753018.08051796,14542,642,166,0.0,13719.0,19675.26344920547
2025-02-01 02:00:00,166447726.89225262,10277,559,142,0.0,9653.0,34257.0546477669
2025-02-01 03:00:00,-450269937.898555,12880,604,138,0.0,11859.0,83486.54717496906
2025-02-01 04:00:00,-1137353597.9923782,8709,559,114,0.0,8115.0,186715.18392697282
2025-02-01 05:00:00,98522330.23567268,4096,464,108,0.0,3620.0,46795.89478255458
